stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
ALT;18980201;-;-;-;963.2;164.5;-;2.3;-;-;-
ALT;18980301;-;-;-;956.1;43.4;-;5.3;-;-;-
ALT;18980401;-;-;-;961.1;88.8;-;10.3;-;-;-
ALT;18980501;-;-;-;959.7;149;-;13.3;-;-;-
ALT;18980601;-;-;-;964;174;-;15.5;-;-;-
ALT;18980701;-;-;-;966.4;195.7;-;16.8;-;-;-
ALT;18980801;-;-;-;967.2;86.1;-;19.3;-;-;-
ALT;18980901;-;-;-;967.7;45.9;-;16.3;-;-;-
ALT;18981001;-;-;-;961.6;140.1;-;11.8;-;-;-
ALT;18981101;-;-;-;961.6;146.3;-;8.2;-;-;-
ALT;18981201;-;-;-;971.9;58;-;1.9;-;-;-
ALT;18990101;-;-;-;963;132.7;-;4.1;-;-;-
ALT;18990201;-;-;-;964.2;14.6;-;4.8;-;-;-
ALT;18990301;-;-;-;965.2;45.5;-;6.4;-;-;-
ALT;18990401;-;-;-;961.1;135;-;9.3;-;-;-
ALT;18990501;-;-;-;963.8;103.2;-;13;-;-;-
ALT;18990601;-;-;-;963.8;80.4;-;16.6;-;-;-
ALT;18990701;-;-;-;967.2;115.8;-;18.3;-;-;-
ALT;18990801;-;-;-;966.9;103.1;-;19.2;-;-;-
ALT;18990901;-;-;-;963.3;145.1;-;14.9;-;-;-
ALT;18991001;-;-;-;968.1;36.8;-;11.1;-;-;-
ALT;18991101;-;-;-;972.8;10.3;-;7;-;-;-
ALT;18991201;-;-;-;961.3;93.8;-;1.2;-;-;-
ALT;19000101;-;-;-;962;101.4;-;3.5;-;-;-
ALT;19000201;-;-;-;954.3;71.8;-;6;-;-;-
ALT;19000301;-;-;-;959.9;35.5;-;3.4;-;-;-
ALT;19000401;-;-;-;963.1;78.7;-;8.8;-;-;-
ALT;19000501;-;-;-;961.1;124.9;-;12.7;-;-;-
ALT;19000601;-;-;-;963.5;54.4;-;18;-;-;-
ALT;19000701;-;-;-;966;219.2;-;19;-;-;-
ALT;19000801;-;-;-;964.6;179.1;-;17.5;-;-;-
ALT;19000901;-;-;-;968.8;39.1;-;16.5;-;-;-
ALT;19001001;-;-;-;966.8;63.8;-;11.1;-;-;-
ALT;19001101;-;-;-;958.1;103.6;-;7.5;-;-;-
ALT;19001201;-;-;-;966.8;125;-;3.2;-;-;-
ALT;19010101;-;-;73;967.4;62.3;-;1.2;-;-;83.2
ALT;19010201;-;-;63;962.5;19.6;-;-0.8;-;-;79.5
ALT;19010301;-;-;74;955.6;76.1;-;5.1;-;-;68.3
ALT;19010401;-;-;64;962.1;233.1;-;9.9;-;-;74.7
ALT;19010501;-;-;55;962.9;45.8;-;13.3;-;-;73.8
ALT;19010601;-;-;66;965.3;192.8;-;16.5;-;-;77.8
ALT;19010701;-;-;62;963.9;143;-;18;-;-;77.4
ALT;19010801;-;-;58;965.9;157.1;-;17;-;-;80.9
ALT;19010901;-;-;69;961.4;144.8;-;15.1;-;-;80.9
ALT;19011001;-;-;72;962;89;-;9.1;-;-;84.1
ALT;19011101;-;-;79;968.1;22.3;-;2.9;-;-;80.2
ALT;19011201;-;-;68;957.2;77.2;-;1.8;-;-;83.2
ALT;19020101;-;-;63;970.4;50.6;-;0.9;-;-;85.7
ALT;19020201;-;-;76;957.3;30.8;-;1.8;-;-;83.1
ALT;19020301;-;-;55;961.2;176.4;-;4.3;-;-;76.6
ALT;19020401;-;-;65;960;28.2;-;11.1;-;-;73.9
ALT;19020501;-;-;78;962.3;121;-;9.3;-;-;74.4
ALT;19020601;-;-;61;962.4;77.4;-;15.3;-;-;74.2
ALT;19020701;-;-;51;965.7;104.9;-;18.2;-;-;75.6
ALT;19020801;-;-;67;964.4;121.6;-;17;-;-;79.2
ALT;19020901;-;-;56;966.1;114.8;-;14;-;-;84.4
ALT;19021001;-;-;79;963.9;107.7;-;9.3;-;-;84.5
ALT;19021101;-;-;66;962.2;6;-;4.7;-;-;83.7
ALT;19021201;-;-;78;966.3;87.7;-;0.6;-;-;91.9
ALT;19030101;-;-;62;968.3;38.7;-;1.3;-;-;86
ALT;19030201;-;-;54;973.7;23.2;-;2.8;-;-;82.8
ALT;19030301;-;-;45;965.7;66.9;-;6.6;-;-;68.6
ALT;19030401;-;-;75;958.4;63.5;-;6.1;-;-;77.3
ALT;19030501;-;-;50;960.8;75;-;13.5;-;-;70.1
ALT;19030601;-;-;67;961.6;93;-;15.5;-;-;77.7
ALT;19030701;-;-;66;964.4;183.2;-;16.8;-;-;80.8
ALT;19030801;-;-;53;965.6;111.8;-;17.1;-;-;80.7
ALT;19030901;-;-;44;966.7;86.8;-;13.9;-;-;79.9
ALT;19031001;-;-;60;961.7;126.7;-;10.6;-;-;78.1
ALT;19031101;-;-;80;965.3;92.1;-;4.6;-;-;86.3
ALT;19031201;-;-;80;957.7;46.3;-;1;-;-;88.5
ALT;19040101;-;-;88;966.2;29.8;-;-0.3;-;-;94.6
ALT;19040201;-;-;80;955;71.9;-;3.3;-;-;80.5
ALT;19040301;-;-;72;959.8;43.9;-;5.3;-;-;81
ALT;19040401;-;-;64;963.2;90.6;-;10.6;-;-;79.3
ALT;19040501;-;-;54;965.1;135.5;-;14.1;-;-;78.5
ALT;19040601;-;-;58;964.6;160.4;-;17;-;-;78.8
ALT;19040701;-;-;41;966.2;83.3;-;19.8;-;-;77.6
ALT;19040801;-;-;50;966.2;122.9;-;18.2;-;-;80
ALT;19040901;-;-;75;965;88.5;-;12.9;-;-;84.5
ALT;19041001;-;-;69;966.2;61.9;-;9.4;-;-;85.6
ALT;19041101;-;-;57;966;56.3;-;3.4;-;-;86.3
ALT;19041201;-;-;75;964.8;24.5;-;1.8;-;-;84.2
ALT;19050101;-;-;68;972.4;60.5;-;-1.4;-;-;80.7
ALT;19050201;-;-;51;968.9;24.7;-;0.6;-;-;83.4
ALT;19050301;-;-;66;960.3;55.5;-;6.1;-;-;74.6
ALT;19050401;-;-;70;959.2;111;-;9.1;-;-;74.8
ALT;19050501;-;-;63;963.1;120.1;-;11.8;-;-;76.5
ALT;19050601;-;-;61;962.1;68.9;-;17.1;-;-;75.4
ALT;19050701;-;-;49;966;158.2;-;19.9;-;-;77.2
ALT;19050801;-;-;58;964;259.1;-;17.4;-;-;81.5
ALT;19050901;-;-;68;963.6;140.4;-;14.7;-;-;83.5
ALT;19051001;-;-;69;963.6;110.5;-;5.1;-;-;80.3
ALT;19051101;-;-;72;957;80.7;-;5.4;-;-;78.9
ALT;19051201;-;-;77;971.8;38.5;-;0.5;-;-;84.2
ALT;19060101;-;-;67;967.9;56;-;0.5;-;-;74.6
ALT;19060201;-;-;71;958.3;56.5;-;0.5;-;-;67.3
ALT;19060301;-;-;63;962.1;61.7;-;3.7;-;-;67.9
ALT;19060401;-;-;54;963.7;48.9;-;8.8;-;-;63.4
ALT;19060501;-;-;62;960.3;135;-;12.9;-;-;72.6
ALT;19060601;-;-;67;965.3;161.8;-;15.2;-;-;74.6
ALT;19060701;-;-;60;965.4;162.9;-;17.8;-;-;77
ALT;19060801;-;-;44;967.1;78;-;18;-;-;72.9
ALT;19060901;-;-;52;968.4;46.6;-;13;-;-;77
ALT;19061001;-;-;44;963.3;32.4;-;11.5;-;-;75.5
ALT;19061101;-;-;72;964.2;133.2;-;6.1;-;-;76.1
ALT;19061201;-;-;75;961.1;101.4;-;-1.3;-;-;75.4
ALT;19070101;-;-;76;972.1;117;-;-0.1;-;-;77.5
ALT;19070201;-;-;70;962.6;40.5;-;-1.6;-;-;72.1
ALT;19070301;-;-;48;968.9;123.8;-;2.8;-;-;69
ALT;19070401;-;-;68;955.5;69.8;-;7.6;-;-;69.3
ALT;19070501;-;-;55;961.7;79.8;-;14.5;-;-;60.4
ALT;19070601;-;-;62;964;78.7;-;15.9;-;-;71.5
ALT;19070701;-;-;61;965;203.3;-;16;-;-;72.9
ALT;19070801;-;-;47;967.3;133.5;-;17.6;-;-;73.3
ALT;19070901;-;-;51;967.5;49.5;-;15.1;-;-;75.5
ALT;19071001;-;-;59;958.9;113.9;-;12.3;-;-;72.4
ALT;19071101;-;-;71;964.5;23.3;-;6.3;-;-;85.4
ALT;19071201;-;-;63;961;90.6;-;2.8;-;-;88.4
ALT;19080101;-;-;85;969.4;43;-;-1.3;-;-;91.9
ALT;19080201;-;-;71;967;97.9;-;0.8;-;-;83.4
ALT;19080301;-;-;65;961.1;46.7;-;3.9;-;-;77.3
ALT;19080401;-;-;69;958.5;72.4;-;7.1;-;-;68.9
ALT;19080501;-;-;55;966.1;146.4;-;14.7;-;-;63.6
ALT;19080601;-;-;48;964.8;60.3;-;18.1;-;-;62.6
ALT;19080701;-;-;63;965.2;208.2;-;16.9;-;-;70.2
ALT;19080801;-;-;62;964.8;100.9;-;15.9;-;-;69.3
ALT;19080901;-;-;58;967.6;127.7;-;12.6;-;-;76.6
ALT;19081001;-;-;45;969;15.5;-;8.9;-;-;77.5
ALT;19081101;-;-;75;966.7;57.8;-;3.4;-;-;75.6
ALT;19081201;-;-;72;963.5;29.9;-;1.3;-;-;70.5
ALT;19090101;-;-;79;968.8;40;-;-1.6;-11.4;8;73.9
ALT;19090201;-;-;65;964;15.1;-;-1.2;-9.7;9.9;64.4
ALT;19090301;-;-;67;952.2;35.2;-;3.9;-7.5;16.4;61.1
ALT;19090401;-;-;42;964;74;-;10;-3.8;24.3;59.8
ALT;19090501;-;-;54;965.6;93.8;-;11.8;-0.6;28.3;65.9
ALT;19090601;-;-;75;962.5;198.4;-;14.8;5;30.1;66.3
ALT;19090701;-;-;69;964.2;167.7;-;15.4;6.5;31.1;72.1
ALT;19090801;-;-;57;965.2;170.4;-;16.5;8.6;29;71.8
ALT;19090901;-;-;58;964;77.1;-;13.4;5.5;29.3;72.8
ALT;19091001;-;-;56;964.2;86.3;-;10.4;0.5;20.5;76.2
ALT;19091101;-;-;65;961.9;54.7;-;2.7;-7.5;16.5;72.7
ALT;19091201;-;-;73;958.2;89.6;-;4;-4.1;17.9;69
ALT;19100101;-;-;78;963.4;127.6;-;0.7;-8.3;12;73.6
ALT;19100201;-;-;63;960;72.5;-;2.8;-7.8;14.7;61.6
ALT;19100301;-;-;53;965.6;16.1;-;5.1;-2.6;19.5;62.2
ALT;19100401;-;-;67;959.2;140.8;-;8.8;-2.6;21.4;61.7
ALT;19100501;-;-;68;958.9;81.4;-;12;1.4;30.2;61.8
ALT;19100601;-;-;65;961.6;210.3;-;16.6;8.6;32.4;65.1
ALT;19100701;-;-;62;962.4;146.5;-;15.6;8.5;32;70.5
ALT;19100801;-;-;60;964.9;172.7;-;16.3;7.5;27.8;73.8
ALT;19100901;-;-;68;967.4;153.8;-;11.3;1.9;20.2;79.1
ALT;19101001;-;-;60;965.5;54.8;-;10.4;2.4;20.8;84.6
ALT;19101101;-;-;75;956.6;127.2;-;4.7;-5.7;15.4;74
ALT;19101201;-;-;72;960.1;72.8;-;5.1;-6.2;16.6;73.5
ALT;19110101;-;-;74;971.5;19.3;-;-3;-9.4;4.7;82.5
ALT;19110201;-;-;56;970.9;55.7;-;0.8;-10.7;11.9;70.8
ALT;19110301;-;-;63;959.3;93.5;-;6.1;-4.2;21.6;65
ALT;19110401;-;-;55;962.3;61.6;-;8;-2.4;23.7;69.7
ALT;19110501;-;-;67;960.8;76.7;-;13.3;3.7;26.7;72.9
ALT;19110601;-;-;67;965.5;186.1;-;16.1;7;30;73.5
ALT;19110701;-;-;41;968.1;59.3;-;19.7;12;34.5;70.6
ALT;19110801;-;-;37;965.1;103.7;-;20;12.3;32.7;69.5
ALT;19110901;-;-;50;966.8;109;-;15.9;5.4;27.2;77.3
ALT;19111001;-;-;55;963.9;88.9;-;9.7;0.2;19.6;80.6
ALT;19111101;-;-;57;960.9;58.8;-;7;-0.4;16.9;77.3
ALT;19111201;-;-;70;963.8;63.4;-;4.1;-3.7;13.8;76.8
ALT;19120101;-;-;76;963.1;67.9;-;2.2;-5.1;14.5;83.9
ALT;19120201;-;-;61;959.2;59.2;-;5.5;-9.5;17.3;71.2
ALT;19120301;-;-;64;961.7;73.4;-;7.5;-1.2;21.7;68.7
ALT;19120401;-;-;67;964;48.5;-;7.9;-3.1;23.7;68.9
ALT;19120501;-;-;67;963.6;155.1;-;13.9;2.3;31.5;72.7
ALT;19120601;-;-;69;962.3;159.7;-;16.5;6.9;33.5;71.3
ALT;19120701;-;-;62;963.2;122.5;-;17;8.6;29.6;78.3
ALT;19120801;-;-;78;962.1;188.4;-;15.2;6.7;26.5;76.8
ALT;19120901;-;-;77;966.7;87.6;-;9.9;1.5;20;80.6
ALT;19121001;-;-;74;964.2;139.8;-;8.3;1.3;22.3;81.2
ALT;19121101;-;-;74;964.2;65.6;-;2.8;-3.6;13.1;74.9
ALT;19121201;-;-;67;969.9;64;-;1.8;-5.3;12;87.2
ALT;19130101;-;-;80;963.7;60.9;-;2.4;-3.6;8.9;82.8
ALT;19130201;-;-;48;968.5;18.3;-;1.1;-6.4;11.3;72.8
ALT;19130301;-;-;54;965.6;42.8;-;7.5;-3.1;20.6;63.7
ALT;19130401;-;-;65;959;96.3;-;8.6;-5.8;26;71.7
ALT;19130501;-;-;60;961.7;127.3;-;13.2;3.6;30.5;69.1
ALT;19130601;-;-;68;967.4;157.1;-;15.7;6.1;30.9;75.3
ALT;19130701;-;-;73;963.3;189.2;-;15;8;30.1;78.8
ALT;19130801;-;-;56;964.6;166.3;-;15.8;8;25.5;81.8
ALT;19130901;-;-;60;963.4;100;-;13.6;5.2;23.3;82.1
ALT;19131001;-;-;48;963.8;40.9;-;11.6;2.5;22.6;74.5
ALT;19131101;-;-;75;966.4;100.7;-;7.3;-0.5;18.5;83.4
ALT;19131201;-;-;72;966.5;115.3;-;1.5;-5.6;13.9;79.9
ALT;19140101;-;-;79;966.3;148.2;-;-3.3;-10.8;9.3;78.8
ALT;19140201;-;-;69;963;64.5;-;3.1;-8.7;15.7;77.9
ALT;19140301;-;-;75;958;145.6;-;5.7;-2.1;17.6;73.5
ALT;19140401;-;-;50;966;40;-;10.8;1.5;24;68.2
ALT;19140501;-;-;76;964.3;139.6;-;11.8;1.3;31.5;76.1
ALT;19140601;-;-;69;963;176.8;-;14.7;3.9;29;74.3
ALT;19140701;-;-;69;962.5;189.3;-;16.6;8.7;29.6;75.2
ALT;19140801;-;-;45;965.8;172.9;-;17;7.8;30.3;82
ALT;19140901;-;-;50;966.8;98.2;-;13.2;3.1;24.5;80.7
ALT;19141001;-;-;68;962.6;121.3;-;9.3;1.1;17.4;82
ALT;19141101;-;-;61;961.2;56.1;-;4.5;-6.8;17.3;75.8
ALT;19141201;-;-;59;960.3;27.7;-;4.3;-4.9;17.6;71.3
ALT;19150101;-;-;82;953.1;97.4;-;1;-10.8;10.4;73.2
ALT;19150201;-;-;63;957.8;43;-;1.9;-9.1;10.9;71.9
ALT;19150301;-;-;72;959.9;118.3;-;3.5;-5.2;15.3;76.4
ALT;19150401;-;-;57;962.1;74.4;-;7.3;-0.8;20.7;75.4
ALT;19150501;-;-;60;961.4;77.2;-;15.4;7.7;24.5;73.6
ALT;19150601;-;-;67;963.3;81;-;18.2;9.4;31.9;71.5
ALT;19150701;-;-;62;964.7;210.1;-;16.7;8.7;29.3;78.7
ALT;19150801;-;-;59;965.4;146.5;-;15.8;8.6;29;79.5
ALT;19150901;-;-;58;964.7;149.5;-;12.2;5.5;29.1;84.3
ALT;19151001;-;-;65;963.1;21.2;-;7.1;0.1;14.4;85.2
ALT;19151101;-;-;71;961.1;23.4;-;2.3;-10.1;13.2;77.6
ALT;19151201;-;-;69;960.3;65.2;-;5;-6.3;19.1;81.3
ALT;19160101;-;-;56;973.5;87.2;-;2.2;-5.7;10.9;79
ALT;19160201;-;-;68;959.5;91.6;-;3.7;-4.1;14.3;65.2
ALT;19160301;-;-;74;952;68.9;-;6.3;-2.8;19;69.1
ALT;19160401;-;-;55;959.5;115;-;8.9;-0.8;21.6;70.3
ALT;19160501;-;-;59;962.6;77.8;-;14.1;4.8;27.9;67.8
ALT;19160601;-;-;79;962.3;124.1;-;13.9;5.5;29.5;77.3
ALT;19160701;-;-;69;964.4;121.7;-;16.6;7.8;28.8;79.9
ALT;19160801;-;-;56;964.2;117.5;-;16.5;8.9;26.9;77.8
ALT;19160901;-;-;61;963;113.5;-;12;4.2;21.3;83.6
ALT;19161001;-;-;52;966.1;148.2;-;9;0;18.4;81.8
ALT;19161101;-;-;73;961.1;87.6;-;5.7;-3.2;19.5;75
ALT;19161201;-;-;78;954.8;124.8;-;3;-5.4;12.7;83.2
ALT;19170101;-;-;86;955.9;53.9;-;-0.6;-12.5;9;75.2
ALT;19170201;-;-;66;963.9;17.5;-;-1;-11.5;7.4;75.6
ALT;19170301;-;-;76;956.2;57.4;-;3.4;-4.3;14.4;70.1
ALT;19170401;-;-;71;960.4;135.9;-;5.6;-1.7;17.9;70.6
ALT;19170501;-;-;57;962.4;61.2;-;16.5;6.1;30;60.8
ALT;19170601;-;-;52;966.3;122;-;17.9;9;30.8;72.1
ALT;19170701;-;-;62;966.4;157;-;17.3;8;29.5;77.9
ALT;19170801;-;-;61;962.6;126.8;-;16.6;10.2;27.5;77.6
ALT;19170901;-;-;37;968.4;49.3;-;15.3;8.9;24.6;80
ALT;19171001;-;-;65;961.6;239.1;-;7.2;-1.1;20.2;81
ALT;19171101;-;-;57;968.7;94;-;3.1;-3.9;13.5;82.3
ALT;19171201;-;-;70;965.3;28.9;-;-1.8;-11.2;10.3;78.1
ALT;19180101;-;-;63;967.4;63.9;-;1;-11.9;14.7;74.8
ALT;19180201;-;-;60;972.9;35.3;-;0.8;-6.3;9.6;78
ALT;19180301;-;-;48;962.6;83.1;-;5.2;-1;15.8;68.5
ALT;19180401;-;-;69;956.3;63.7;-;10;-0.7;21.5;66.3
ALT;19180501;-;-;54;963.3;55.3;-;14.2;5;26.5;69
ALT;19180601;-;-;68;964.5;216.5;-;13.8;4.5;26.2;72.1
ALT;19180701;-;-;57;964.7;57.3;-;17.7;9.7;34.2;72.7
ALT;19180801;-;-;51;966.2;146.4;-;16.6;5.4;29.2;75.9
ALT;19180901;-;-;57;963;146.8;-;13.8;6.2;23.5;82.3
ALT;19181001;-;-;67;964;44.5;-;7.9;1;21.2;83.7
ALT;19181101;-;-;72;965.4;49.6;-;5.1;-3.8;21.5;78.9
ALT;19181201;-;-;76;964.2;280;-;3;-4.6;12.1;85.5
ALT;19190101;-;-;75;959.2;91.4;-;1.3;-6.8;12;72.1
ALT;19190201;-;-;75;957.4;61.5;-;0.5;-14.2;13.7;75.7
ALT;19190301;-;-;65;958.6;83.4;-;5.3;-3.9;16.5;70.1
ALT;19190401;-;-;76;960.7;128.8;-;5.7;-0.1;19.4;76
ALT;19190501;-;-;51;964.7;79.8;-;12.1;1.5;26.6;66.8
ALT;19190601;-;-;58;967.3;82.1;-;16.1;5.5;31.9;69.9
ALT;19190701;-;-;72;964.4;74.3;-;14.7;5.5;28;77.2
ALT;19190801;-;-;40;966.8;29;-;18.5;7;29;72
ALT;19190901;-;-;36;965.5;32.2;-;15.5;4.4;25.8;76.3
ALT;19191001;-;-;63;965.6;30.6;-;6.2;-2.8;21.5;80.9
ALT;19191101;-;-;76;957.1;128.5;-;3.4;-5;16.7;75.3
ALT;19191201;-;-;82;962.9;209.4;-;1.2;-11.5;9.6;85.7
ALT;19200101;-;-;63;965;86;-;3;-3.7;16.6;76.9
ALT;19200201;-;-;44;972.6;25;-;3.3;-4.7;14.3;69
ALT;19200301;-;-;49;963.6;46.1;-;7.3;-3.7;19.2;64
ALT;19200401;-;-;70;959.6;81.6;-;9.8;0.4;22.5;68.2
ALT;19200501;-;-;62;966.8;85.7;-;15.5;0.7;30.1;70.6
ALT;19200601;-;-;70;963.7;55.6;-;15.7;7.9;28.9;74.3
ALT;19200701;-;-;54;965.8;81.5;-;17.5;9.4;34;70.6
ALT;19200801;-;-;64;965.8;72.9;-;15.6;7.4;27.5;76
ALT;19200901;-;-;62;965.7;90.4;-;14.3;7.5;25.8;80.3
ALT;19201001;-;-;68;963;3.4;-;9.6;-0.5;21.6;84.2
ALT;19201101;-;-;70;968;6.3;-;4.2;-3;18.4;78.9
ALT;19201201;-;-;86;963.8;43;-;1;-8.3;10.6;82.6
ALT;19210101;-;-;63;967.9;52.4;-;3.7;-2.5;13.3;78.9
ALT;19210201;-;-;51;968.6;19.6;-;1.3;-4.2;11.3;72.3
ALT;19210301;-;-;39;968.1;39.7;-;6.4;-2;19.7;64.5
ALT;19210401;-;-;65;961.4;53.9;-;8.2;0.5;20.3;69.3
ALT;19210501;-;-;59;961.7;49.6;-;14.3;1.5;26;71.8
ALT;19210601;-;-;64;965.2;164.5;-;16.2;7;30;69.6
ALT;19210701;-;-;50;965.9;37.3;-;20.1;10.6;37.9;64.6
ALT;19210801;-;-;52;963.3;148.1;-;18.1;6.7;34.7;67.7
ALT;19210901;-;-;44;967.5;82.1;-;15.1;6;24.6;83.2
ALT;19211001;-;-;36;970.4;38.7;-;10.4;0.8;21.5;82.9
ALT;19211101;-;-;82;965.2;117.6;-;2.1;-5;13.6;84.2
ALT;19211201;-;-;80;967.4;54.4;-;1.7;-6.4;13;82.8
ALT;19220101;-;-;80;959.2;192.7;-;-0.4;-9.9;10.3;81
ALT;19220201;-;-;74;964.6;77.3;-;1.4;-9.1;13.4;77.3
ALT;19220301;-;-;64;958.7;80.7;-;5.2;-3.5;19.5;75
ALT;19220401;-;-;76;956.7;167;-;7.3;-0.2;24.9;71.1
ALT;19220501;-;-;42;967.7;42.5;-;14.9;1.9;33.8;64
ALT;19220601;-;-;65;963.7;153.5;-;16.8;9;34.7;70.6
ALT;19220701;-;-;58;965.2;164.2;-;16.3;7.3;32;72.7
ALT;19220801;-;-;53;964.5;196.1;-;16.9;9.4;28.7;74.5
ALT;19220901;-;-;70;963;198.3;-;11.5;4.5;22.4;82.6
ALT;19221001;-;-;76;961;92.1;-;7.9;1.6;18.8;84.7
ALT;19221101;-;-;68;968.6;144.4;-;2.7;-3.6;12.4;76.9
ALT;19221201;-;-;73;964;120.7;-;0.7;-8.1;11.4;78.5
ALT;19230101;-;-;78;969.5;69.8;-;-0.4;-9.5;5.6;77.9
ALT;19230201;-;-;74;957.1;82.4;-;3.4;-2.3;12.9;77.5
ALT;19230301;-;-;61;963.2;21.3;-;5.9;-0.6;22.5;68.6
ALT;19230401;-;-;57;956.1;83.8;-;9;1.7;24.4;69.5
ALT;19230501;-;-;59;963.2;131.5;-;13;4.1;30.7;67
ALT;19230601;-;-;76;966.1;102.7;-;12.7;4.3;30.4;74.1
ALT;19230701;-;-;50;966.2;103.5;-;19.8;10;35;67.9
ALT;19230801;-;-;45;965.3;182.4;-;17.9;9.3;33.1;70.8
ALT;19230901;-;-;50;967.3;91.2;-;13.8;5.5;27;76.7
ALT;19231001;-;-;68;962;95.4;-;11.3;2.3;24.3;78.7
ALT;19231101;-;-;74;958;101.4;-;4.7;-3.2;16.5;81.9
ALT;19231201;-;-;90;961.4;182.7;-;1.6;-4.2;9.4;78.1
ALT;19240101;-;-;74;964.9;40.8;-;-1.3;-10.2;7.6;83.2
ALT;19240201;-;-;76;959.5;44.9;-;-0.6;-8.8;8;73.5
ALT;19240301;-;-;51;959;16.1;-;4.8;-4.3;17.5;67
ALT;19240401;-;-;73;959.8;99;-;9;1;23.8;71
ALT;19240501;-;-;67;964;187.2;-;14;2.4;29;73.9
ALT;19240601;-;-;64;963.9;177.3;-;15.7;8.7;30.5;77.8
ALT;19240701;-;-;59;963.7;159.9;-;17.5;8;35.1;77.2
ALT;19240801;-;-;75;963.3;217.3;-;14;4.8;31.2;82.6
ALT;19240901;-;-;58;963.5;113.2;-;14;5.2;28.8;81.3
ALT;19241001;-;-;54;965;85.7;-;9.3;2;19;82.4
ALT;19241101;-;-;78;966.8;22.8;-;5.2;-3.7;17.2;81.9
ALT;19241201;-;-;78;968.5;48.4;-;1.2;-5.1;16;83
ALT;19250101;-;-;74;976.6;38.4;-;1.4;-4.4;14.5;85.7
ALT;19250201;-;-;53;960.5;99.2;-;3.8;-2;14.5;63.8
ALT;19250301;-;-;79;962.8;50;-;2.1;-6.2;13.7;75.2
ALT;19250401;-;-;68;958.6;79.3;-;9.1;1.6;26;68
ALT;19250501;-;-;64;960.3;89.9;-;13.3;3.1;32.2;68.4
ALT;19250601;-;-;54;963.6;89.3;-;16.7;8.6;31.8;69.3
ALT;19250701;-;-;69;963.1;108.6;-;17.5;8.9;36.7;74.7
ALT;19250801;-;-;57;965;188.2;-;16.5;7.9;35.5;80.2
ALT;19250901;-;-;61;964.9;157.9;-;12.1;3.9;27.8;79.3
ALT;19251001;-;-;58;963.9;48.1;-;9.8;-0.4;19.9;80.6
ALT;19251101;-;-;93;959.8;62.4;-;3.5;-7.9;15.7;84.2
ALT;19251201;-;-;78;961.6;100.6;-;1.1;-12;13.5;78
ALT;19260101;-;-;76;963.9;94.8;-;0.6;-9.1;11.3;79.9
ALT;19260201;-;-;59;962.8;55.2;-;6.3;-1.5;18.6;75.3
ALT;19260301;-;-;78;964;95.2;-;6;-3.4;19.3;75.7
ALT;19260401;-;-;57;960.7;43;-;10.5;2.7;25.6;65.7
ALT;19260501;-;-;70;958.9;185.8;-;11.6;1;27.2;71
ALT;19260601;-;-;74;961.9;239.1;-;13.7;5.9;32.5;78.1
ALT;19260701;-;-;66;964.4;148.9;-;16.9;8.4;35.5;78
ALT;19260801;-;-;43;967.3;76.1;-;17;7.7;32.2;77.1
ALT;19260901;-;-;45;968.5;54.1;-;16.2;7.5;31.3;80
ALT;19261001;-;-;60;961;115.5;-;10.7;-0.5;19.9;76.8
ALT;19261101;-;-;63;958.5;116.8;-;8.6;-2.5;20.6;71.1
ALT;19261201;-;-;79;968.2;70;-;-0.2;-10;13.7;84.8
ALT;19270101;-;-;84;962.2;93.4;-;0.8;-6.2;7;82.4
ALT;19270201;-;-;63;966.8;77.7;-;1;-8.1;12.4;73.7
ALT;19270301;-;-;66;959.9;132.5;-;5.6;-1;21.5;71.6
ALT;19270401;-;-;72;962.6;128.2;-;8.9;-0.9;29.4;71.9
ALT;19270501;-;-;62;963;70.1;-;14.6;3.3;30;64.2
ALT;19270601;-;-;64;963.5;169.2;-;16.2;6;33.3;71.7
ALT;19270701;-;-;68;962.8;213.7;-;17.7;7.5;34.9;77.9
ALT;19270801;-;-;58;964.7;205.8;-;16.7;5.9;35;77.7
ALT;19270901;-;-;68;961.9;147;-;14.4;5.7;28.9;82.4
ALT;19271001;-;-;60;966.8;21.4;-;8.9;2.4;19.6;82.2
ALT;19271101;-;-;69;963;58.4;-;6.3;-5.7;21.8;77.6
ALT;19271201;-;-;82;958.2;49.2;-;0.9;-14.6;11.3;82.9
ALT;19280101;-;-;68;966.7;60.5;-;2.6;-5.3;13.2;77.8
ALT;19280201;-;-;49;970.4;123.5;-;2.8;-4.9;12.8;74.1
ALT;19280301;-;-;66;958.4;56;-;6.5;-2.9;18.6;68.8
ALT;19280401;-;-;62;957;109.4;-;9.4;-0.4;25.9;67.2
ALT;19280501;-;-;65;958.7;137.9;-;10.9;0;30.6;73.9
ALT;19280601;-;-;63;964.7;145.5;-;16.5;5;35;69.3
ALT;19280701;-;-;46;967.5;82.7;-;20.7;12.7;36.2;67.6
ALT;19280801;-;-;56;965.1;164.9;-;18.5;9.4;36;73.2
ALT;19280901;-;-;67;965.8;97;-;14;1.4;29.3;84.2
ALT;19281001;-;-;48;963.9;230.8;-;9.2;-0.4;22.2;80.3
ALT;19281101;-;-;75;959.9;157.3;-;6.4;-1.1;15.1;78.9
ALT;19281201;-;-;77;964.4;88.1;-;-0.2;-8.8;8.8;84.3
